TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX005956,AC00262,481.14,4/27/2021 0:00,Credit,Kansas City,D000610,113.201.172.36,M016,Online,64,Retired,109,1,1006.12
TX005957,AC00427,295.19,7/4/2025 0:00,Debit,Tucson,D000224,147.114.91.132,M065,ATM,31,Engineer,42,1,5414.97
TX005958,AC00005,373.2,4/9/2024 0:00,Debit,Raleigh,D000360,179.43.245.131,M029,Branch,33,Engineer,204,1,2254.71
TX005959,AC00257,17.41,12/2/2021 0:00,Debit,Nashville,D000187,193.217.248.188,M064,ATM,56,Engineer,28,1,8422.2
TX005960,AC00376,321.75,5/20/2023 0:00,Debit,Nashville,D000276,76.0.164.168,M077,Branch,75,Retired,39,1,5427.81
TX005961,AC00399,610.65,8/20/2023 0:00,Debit,Denver,D000190,43.98.242.106,M022,ATM,72,Retired,27,1,5200.04
TX005962,AC00404,66.7,12/22/2022 0:00,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12
TX005963,AC00385,749.74,11/5/2022 0:00,Debit,Nashville,D000199,32.169.88.41,M007,ATM,55,Doctor,120,1,1021.88
TX005964,AC00214,118.41,5/1/2020 0:00,Debit,Boston,D000275,65.149.11.248,M024,Branch,69,Retired,148,1,5882.12
TX005965,AC00361,116.66,9/18/2022 0:00,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12
TX005966,AC00298,73.8,2/2/2022 0:00,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77
TX005967,AC00414,38.45,11/28/2024 0:00,Debit,Houston,D000630,62.152.134.92,M085,Online,22,Student,234,1,1593.03
TX005968,AC00184,112.91,3/11/2025 0:00,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57,Doctor,48,1,10483.93
TX005969,AC00471,465.35,7/2/2024 0:00,Debit,Los Angeles,D000683,38.210.156.148,M033,Branch,31,Doctor,111,1,14365.18
TX005970,AC00147,63.59,3/8/2020 0:00,Debit,Indianapolis,D000661,191.91.45.159,M001,Online,59,Doctor,14,1,9028.49
TX005971,AC00150,199.7,1/17/2025 0:00,Debit,Raleigh,D000511,82.75.200.117,M052,Online,39,Doctor,186,1,12027.68
TX005972,AC00358,254.64,5/18/2022 0:00,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48
TX005973,AC00334,382.88,7/1/2022 0:00,Debit,Mesa,D000588,21.122.39.207,M008,Branch,40,Engineer,167,1,7372.81
TX005974,AC00455,192.08,9/2/2025 0:00,Debit,Baltimore,D000663,134.247.5.188,M001,Online,35,Doctor,180,1,5241.23
TX005975,AC00123,537.23,3/16/2025 0:00,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13
TX005976,AC00468,2.33,4/21/2020 0:00,Debit,San Diego,D000673,44.73.3.217,M042,Online,47,Doctor,107,1,12145.27
TX005977,AC00397,244.59,2/27/2022 0:00,Debit,Chicago,D000334,37.213.85.222,M037,Online,20,Student,297,1,1691.88
TX005978,AC00388,248.58,7/1/2024 0:00,Debit,Denver,D000334,80.75.92.66,M091,ATM,18,Student,56,1,546.46
TX005979,AC00465,112.14,3/27/2023 0:00,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1
TX005980,AC00057,21.63,7/18/2021 0:00,Debit,El Paso,D000075,161.161.26.115,M044,Online,26,Engineer,42,1,7139.11
TX005981,AC00465,21.28,2/24/2023 0:00,Debit,Virginia Beach,D000174,63.191.171.41,M094,ATM,23,Student,103,4,319.18
TX005982,AC00139,10.5,3/14/2025 0:00,Debit,Austin,D000531,55.139.104.163,M004,ATM,59,Doctor,58,5,7155.04
TX005983,AC00263,54.4,5/4/2021 0:00,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59
TX005984,AC00442,451.67,6/23/2024 0:00,Debit,San Francisco,D000070,210.160.90.52,M009,Branch,61,Doctor,265,1,12904.66
TX005985,AC00338,60.33,5/29/2024 0:00,Debit,Indianapolis,D000053,91.103.147.166,M055,Branch,24,Student,70,1,960.96
TX005986,AC00067,212.22,4/25/2025 0:00,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01
TX005987,AC00138,331.21,10/15/2021 0:00,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47
TX005988,AC00371,326.2,4/18/2021 0:00,Debit,Los Angeles,D000151,200.164.13.160,M037,Branch,46,Doctor,179,1,7005.05
TX005989,AC00158,195.73,4/15/2023 0:00,Debit,Jacksonville,D000663,165.114.224.47,M016,Branch,63,Doctor,51,1,1981.67
TX005990,AC00170,136.4,3/10/2023 0:00,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92
TX005991,AC00492,135.35,6/16/2022 0:00,Debit,Las Vegas,D000631,179.43.245.131,M040,ATM,52,Engineer,130,1,7166.88
TX005992,AC00290,41.48,9/4/2024 0:00,Debit,Fresno,D000600,211.45.75.44,M055,ATM,48,Engineer,136,1,5081.26
TX005993,AC00433,268.27,10/17/2024 0:00,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1
TX005994,AC00179,368.32,6/22/2021 0:00,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59
TX005995,AC00073,874.89,10/9/2024 0:00,Debit,Raleigh,D000114,115.96.94.156,M024,Online,60,Retired,84,1,3506.11
TX005996,AC00071,83.7,5/20/2021 0:00,Debit,Sacramento,D000619,141.241.241.128,M063,Online,61,Doctor,157,1,1817.43
TX005997,AC00377,290.46,6/12/2022 0:00,Debit,Charlotte,D000509,193.190.29.63,M089,ATM,22,Student,284,1,1052.31
TX005998,AC00405,112.9,2/29/2020 0:00,Debit,Denver,D000670,33.212.169.157,M054,ATM,70,Retired,140,1,1983.65
TX005999,AC00201,303.36,1/16/2022 0:00,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36
TX006000,AC00139,116.67,10/2/2025 0:00,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94
TX006001,AC00317,172.56,8/28/2022 0:00,Debit,Philadelphia,D000038,193.190.29.63,M039,Online,78,Retired,81,1,5909.52
TX006002,AC00257,337.97,4/5/2024 0:00,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26
TX006003,AC00145,94.6,8/24/2020 0:00,Credit,Milwaukee,D000236,101.90.40.193,M023,Online,48,Doctor,127,1,12467.31
TX006004,AC00187,357.07,10/25/2023 0:00,Debit,Charlotte,D000134,201.95.180.152,M058,Branch,57,Engineer,70,1,3278.65
TX006005,AC00325,54.84,3/25/2022 0:00,Debit,Omaha,D000146,156.134.123.253,M077,ATM,42,Engineer,152,1,6911.2
TX006006,AC00236,183.56,6/18/2024 0:00,Debit,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91
TX006007,AC00116,262.16,7/27/2025 0:00,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65
TX006008,AC00033,46.89,3/11/2023 0:00,Debit,San Francisco,D000287,133.67.250.163,M082,ATM,42,Engineer,34,1,4468.12
TX006009,AC00172,36.39,8/13/2020 0:00,Credit,Oklahoma City,D000682,110.235.207.187,M065,Online,72,Retired,129,1,1425.47
TX006010,AC00500,134.18,11/9/2022 0:00,Credit,San Jose,D000179,37.143.57.20,M070,ATM,23,Student,124,1,620.28
TX006011,AC00385,1412.12,9/26/2020 0:00,Debit,Portland,D000490,68.254.244.208,M075,Online,20,Student,84,1,1171.98
TX006012,AC00465,109.05,9/12/2022 0:00,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79
TX006013,AC00229,506.84,5/14/2020 0:00,Debit,Washington,D000672,112.196.12.19,M063,Branch,73,Retired,143,1,5331.57
TX006014,AC00200,717.77,11/4/2023 0:00,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02
TX006015,AC00276,52.42,11/11/2021 0:00,Debit,San Diego,D000584,163.69.89.200,M066,Branch,49,Engineer,55,1,2227.49
TX006016,AC00253,728.19,3/17/2021 0:00,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65
TX006017,AC00220,265.46,2/7/2020 0:00,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86
TX006018,AC00207,37.2,4/30/2025 0:00,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21
TX006019,AC00391,141.16,1/9/2025 0:00,Debit,Charlotte,D000203,27.215.118.94,M014,Branch,44,Doctor,42,1,5873.54
TX006020,AC00462,17.73,11/14/2024 0:00,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18
TX006021,AC00318,228.68,5/7/2020 0:00,Debit,New York,D000536,44.197.126.59,M089,ATM,25,Student,180,1,985.06
TX006022,AC00466,1302.96,2/5/2022 0:00,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03
TX006023,AC00242,35.7,10/30/2025 0:00,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44
TX006024,AC00219,93.35,6/22/2023 0:00,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57
TX006025,AC00290,43.55,10/8/2020 0:00,Debit,Fresno,D000600,211.45.75.44,M055,ATM,48,Engineer,136,1,5081.26
TX006026,AC00023,195.48,11/5/2020 0:00,Debit,San Francisco,D000623,198.73.211.114,M088,Online,61,Retired,98,1,4233.82
TX006027,AC00284,780.09,7/30/2021 0:00,Debit,Indianapolis,D000281,47.82.77.181,M051,Branch,64,Retired,53,1,6860.18
TX006028,AC00431,232.69,11/1/2025 0:00,Debit,Jacksonville,D000450,114.115.12.20,M040,Online,19,Student,297,1,1231.98
TX006029,AC00120,314.53,1/6/2021 0:00,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6
TX006030,AC00405,344.35,6/2/2025 0:00,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,55,Retired,216,1,1019.39
TX006031,AC00439,319.75,1/26/2024 0:00,Debit,Los Angeles,D000650,49.20.211.229,M092,Online,25,Student,167,1,1931.66
TX006032,AC00036,58.29,7/13/2025 0:00,Credit,Milwaukee,D000517,221.169.49.152,M041,Online,71,Retired,115,1,1789.8
TX006033,AC00144,28.97,12/15/2024 0:00,Credit,Philadelphia,D000551,113.21.93.28,M034,Online,76,Retired,43,3,2834.84
TX006034,AC00177,449.12,12/29/2021 0:00,Credit,Virginia Beach,D000107,13.149.61.4,M024,Online,27,Student,124,1,1298.13
TX006035,AC00093,52.5,12/19/2024 0:00,Debit,Virginia Beach,D000567,158.135.64.240,M063,Branch,21,Student,17,1,816.08
TX006036,AC00070,105.51,1/5/2021 0:00,Credit,Washington,D000269,22.196.202.183,M093,Online,73,Retired,152,1,3037.97
TX006037,AC00009,80.77,9/29/2021 0:00,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,72,Retired,117,1,2409.73
TX006038,AC00378,119.06,4/9/2021 0:00,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66
TX006039,AC00450,198.89,10/18/2020 0:00,Debit,Detroit,D000371,175.210.47.87,M012,Branch,55,Engineer,126,1,8359.5
TX006040,AC00442,209.31,7/16/2020 0:00,Debit,Seattle,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21
TX006041,AC00036,791.31,2/14/2021 0:00,Debit,Philadelphia,D000030,1.198.76.182,M010,Online,41,Doctor,123,1,14464.3
TX006042,AC00328,126.71,9/20/2020 0:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83
TX006043,AC00319,65.58,4/13/2022 0:00,Debit,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46
TX006044,AC00116,251.38,6/5/2020 0:00,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65
TX006045,AC00185,24.44,5/14/2020 0:00,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35
TX006046,AC00471,420.25,12/9/2025 0:00,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14
TX006047,AC00002,343.64,7/11/2020 0:00,Debit,Las Vegas,D000041,1.198.76.182,M040,ATM,76,Retired,145,1,7216.3
TX006048,AC00432,601.83,6/11/2020 0:00,Credit,Mesa,D000073,146.69.70.214,M078,Online,19,Student,175,1,1806.08
TX006049,AC00403,126.28,3/6/2020 0:00,Debit,Tucson,D000514,48.31.196.24,M065,ATM,69,Retired,31,1,2610.64
TX006050,AC00301,830.48,10/17/2020 0:00,Credit,Oklahoma City,D000154,8.244.162.185,M026,Branch,73,Retired,183,1,1702.65
TX006051,AC00479,417.07,3/3/2023 0:00,Debit,El Paso,D000073,40.192.99.27,M044,ATM,40,Doctor,145,1,11500.62
TX006052,AC00253,19.05,12/18/2024 0:00,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67
TX006053,AC00341,94.95,5/29/2024 0:00,Debit,New York,D000387,69.61.96.139,M020,Branch,58,Retired,95,1,7182.22
TX006054,AC00020,573.28,6/25/2023 0:00,Debit,Charlotte,D000443,187.52.200.18,M050,Online,62,Retired,210,1,2039.4
TX006055,AC00171,24.43,7/5/2020 0:00,Debit,San Diego,D000689,140.212.253.222,M096,ATM,65,Doctor,283,1,12893.63
TX006056,AC00255,136.41,8/24/2024 0:00,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94
TX006057,AC00225,99.94,3/22/2020 0:00,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,4113.63
TX006058,AC00106,291.34,10/14/2023 0:00,Debit,Phoenix,D000608,199.103.32.145,M003,ATM,22,Student,222,1,944.83
TX006059,AC00407,865.63,6/16/2022 0:00,Debit,Washington,D000559,216.79.134.201,M033,Online,22,Student,288,1,503.01
TX006060,AC00480,164.19,4/17/2025 0:00,Debit,Mesa,D000599,162.58.247.55,M057,ATM,45,Engineer,144,1,4657.7
TX006061,AC00278,270.98,11/5/2021 0:00,Debit,Columbus,D000021,72.128.135.172,M058,ATM,21,Student,90,1,1451.02
TX006062,AC00284,123.82,10/31/2023 0:00,Credit,Tucson,D000439,53.218.177.171,M031,Online,27,Engineer,135,1,4764.48
TX006063,AC00201,13.78,8/22/2022 0:00,Debit,Virginia Beach,D000122,62.152.134.92,M094,Branch,50,Engineer,37,1,2475.65
TX006064,AC00431,382.66,2/18/2023 0:00,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53
TX006065,AC00436,88.72,8/19/2025 0:00,Debit,Omaha,D000069,135.73.131.111,M042,Branch,32,Doctor,158,1,13182.11
TX006066,AC00386,320.56,4/11/2024 0:00,Debit,Austin,D000329,198.39.35.23,M041,Online,61,Retired,151,1,1088.62
TX006067,AC00346,184.7,6/27/2022 0:00,Debit,Fresno,D000456,147.114.91.132,M001,ATM,25,Student,34,1,831.75
TX006068,AC00020,278.04,9/7/2022 0:00,Debit,Denver,D000582,205.69.66.135,M092,ATM,68,Retired,63,1,1748.02
TX006069,AC00039,610.01,3/24/2024 0:00,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5
TX006070,AC00151,292.8,1/28/2022 0:00,Debit,Colorado Springs,D000030,36.13.239.172,M040,Branch,21,Student,291,1,560.73
TX006071,AC00474,251.81,1/2/2021 0:00,Debit,Austin,D000045,93.52.44.101,M006,Online,79,Retired,124,1,4466.1
TX006072,AC00301,680.9,10/22/2022 0:00,Debit,Milwaukee,D000007,27.143.109.203,M035,ATM,61,Retired,72,1,1389.37
TX006073,AC00300,422.61,5/29/2020 0:00,Debit,San Diego,D000146,152.140.239.181,M005,Branch,70,Doctor,170,1,10008.33
TX006074,AC00329,245.95,1/7/2021 0:00,Debit,Austin,D000433,162.151.179.167,M045,Online,72,Retired,292,1,7320.61
TX006075,AC00263,236.66,7/11/2022 0:00,Debit,San Jose,D000056,134.222.122.238,M058,ATM,42,Engineer,246,1,8303.9
TX006076,AC00367,141.68,10/12/2024 0:00,Debit,Baltimore,D000657,150.25.200.56,M007,Online,24,Student,75,1,1665.58
TX006077,AC00054,726.94,9/8/2024 0:00,Debit,Philadelphia,D000165,44.67.137.125,M085,Branch,41,Doctor,173,1,13856.18
TX006078,AC00070,290.27,7/25/2021 0:00,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85
TX006079,AC00404,118.33,7/13/2022 0:00,Debit,Miami,D000586,112.196.12.19,M050,ATM,20,Student,170,1,1046.66
TX006080,AC00442,218.16,12/2/2020 0:00,Debit,Seattle,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21
TX006081,AC00098,148.23,7/13/2024 0:00,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67
TX006082,AC00007,446.74,6/24/2021 0:00,Debit,Las Vegas,D000327,131.41.45.13,M082,ATM,58,Doctor,11,1,10915.11
TX006083,AC00385,852.57,10/18/2024 0:00,Debit,Nashville,D000199,32.169.88.41,M007,ATM,55,Doctor,120,1,1021.88
TX006084,AC00081,260.76,1/19/2025 0:00,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1,929.6
TX006085,AC00179,196.42,2/19/2024 0:00,Debit,Las Vegas,D000699,147.227.81.224,M090,Online,52,Engineer,92,1,9199.52
TX006086,AC00016,23.76,12/24/2021 0:00,Credit,Portland,D000332,62.27.235.199,M027,Online,45,Engineer,177,1,8853.93
TX006087,AC00303,284.46,9/19/2025 0:00,Debit,San Antonio,D000605,216.32.4.105,M078,Online,20,Student,160,1,596.16
TX006088,AC00171,172.82,2/12/2024 0:00,Debit,Dallas,D000639,116.44.12.250,M061,Branch,28,Student,115,1,761.78
TX006089,AC00134,47.03,11/16/2023 0:00,Debit,Boston,D000679,18.92.67.57,M089,Branch,48,Engineer,147,1,6037.03
TX006090,AC00147,51.48,2/20/2025 0:00,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47
TX006091,AC00122,321.66,4/16/2025 0:00,Debit,Virginia Beach,D000166,200.136.146.93,M029,Branch,22,Student,30,1,1833.24
TX006092,AC00328,4.06,6/19/2020 0:00,Debit,Charlotte,D000286,8.244.162.185,M057,Online,65,Doctor,174,1,5766.96
TX006093,AC00133,107.85,4/16/2025 0:00,Debit,Detroit,D000560,207.157.126.125,M059,Branch,19,Student,95,1,1447.26
TX006094,AC00254,452.04,8/3/2024 0:00,Debit,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44
TX006095,AC00464,187.35,3/28/2021 0:00,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86
TX006096,AC00347,143.12,11/5/2021 0:00,Debit,Omaha,D000553,195.226.203.234,M069,ATM,27,Student,83,1,1000.35
TX006097,AC00255,390.8,7/7/2024 0:00,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1,6777.12
TX006098,AC00401,363.43,4/19/2021 0:00,Debit,Colorado Springs,D000469,120.32.147.210,M078,ATM,51,Engineer,146,1,8119.73
TX006099,AC00092,64.01,9/18/2022 0:00,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99
TX006100,AC00478,141.35,2/19/2024 0:00,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,75,Retired,268,1,5669.66
TX006101,AC00353,129.58,11/26/2023 0:00,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16
TX006102,AC00090,499.72,6/17/2025 0:00,Debit,Jacksonville,D000096,141.121.30.32,M027,ATM,22,Student,149,1,1033.73
TX006103,AC00457,403.71,9/1/2020 0:00,Debit,Houston,D000109,181.223.246.123,M004,ATM,42,Doctor,106,1,10501.53
TX006104,AC00165,861.65,10/8/2021 0:00,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8
TX006105,AC00328,139.23,11/28/2025 0:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83
TX006106,AC00002,495.94,5/31/2023 0:00,Debit,San Diego,D000594,113.137.153.101,M022,Online,23,Student,187,1,1154.48
TX006107,AC00109,358.43,6/29/2021 0:00,Credit,Austin,D000423,155.164.18.235,M030,Branch,62,Doctor,216,1,7125.15
TX006108,AC00205,78.52,9/27/2021 0:00,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1
TX006109,AC00448,22.44,1/13/2022 0:00,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1,6711.15
TX006110,AC00089,201.81,4/29/2023 0:00,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03
TX006111,AC00212,618.96,9/15/2021 0:00,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17
TX006112,AC00388,1063.67,9/25/2023 0:00,Debit,San Diego,D000645,121.67.144.20,M060,ATM,25,Student,39,1,1941.8
TX006113,AC00253,22.52,9/3/2022 0:00,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67
TX006114,AC00114,26.07,8/30/2023 0:00,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29
TX006115,AC00456,534.94,12/6/2020 0:00,Debit,Los Angeles,D000388,160.212.125.105,M092,ATM,18,Student,122,1,6165.03
TX006116,AC00003,370.46,9/28/2023 0:00,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,58,Retired,12,1,7902.52
TX006117,AC00106,178.62,7/20/2025 0:00,Debit,Chicago,D000061,120.170.93.69,M046,Online,24,Student,19,1,1806.16
TX006118,AC00355,291.22,10/23/2020 0:00,Credit,Philadelphia,D000243,132.127.5.187,M063,Branch,53,Retired,238,1,6313.22
TX006119,AC00040,223.29,12/18/2021 0:00,Debit,Omaha,D000315,149.46.124.220,M060,ATM,67,Doctor,116,1,9598.43
TX006120,AC00099,249.75,2/29/2024 0:00,Credit,Louisville,D000631,206.62.122.93,M041,Branch,49,Doctor,141,1,9840.04
TX006121,AC00434,5.57,9/15/2023 0:00,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12
TX006122,AC00018,1292.09,1/19/2024 0:00,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821.0
TX006123,AC00453,170.56,5/11/2023 0:00,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79
TX006124,AC00412,408.73,2/5/2024 0:00,Debit,San Jose,D000347,193.217.248.188,M035,Online,37,Engineer,103,1,8994.39
TX006125,AC00231,27.07,8/28/2023 0:00,Credit,Austin,D000392,187.199.178.27,M028,Online,77,Retired,163,1,7095.76
TX006126,AC00327,245.14,6/11/2020 0:00,Debit,San Diego,D000364,64.57.44.102,M046,Branch,28,Student,29,1,1519.35
TX006127,AC00124,24.36,7/4/2024 0:00,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28
TX006128,AC00120,228.12,9/6/2022 0:00,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02
TX006129,AC00184,497.98,4/22/2020 0:00,Debit,Raleigh,D000305,73.108.76.238,M019,Branch,67,Doctor,77,1,8042.3
TX006130,AC00022,94.99,6/15/2022 0:00,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05
TX006131,AC00289,99.07,8/11/2022 0:00,Debit,San Diego,D000018,16.250.113.156,M006,Online,39,Engineer,176,1,8422.06
TX006132,AC00200,198.63,7/9/2020 0:00,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85
TX006133,AC00130,198.04,12/23/2025 0:00,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33
TX006134,AC00367,358.1,5/2/2021 0:00,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89
TX006135,AC00156,235.93,12/25/2021 0:00,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68
TX006136,AC00065,116.12,8/24/2022 0:00,Debit,Jacksonville,D000259,113.134.242.82,M020,Online,79,Retired,228,1,5055.99
TX006137,AC00363,636.57,12/29/2024 0:00,Credit,Detroit,D000251,107.247.202.71,M044,Online,18,Student,105,1,1046.74
TX006138,AC00090,827.13,6/16/2024 0:00,Credit,Louisville,D000579,174.61.77.54,M071,Branch,60,Doctor,86,1,11538.97
TX006139,AC00339,479.8,8/16/2024 0:00,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62
TX006140,AC00450,52.38,6/3/2021 0:00,Debit,Kansas City,D000238,48.19.99.211,M062,Online,28,Student,86,1,899.52
TX006141,AC00315,194.39,1/27/2025 0:00,Debit,San Francisco,D000511,152.234.65.155,M066,Online,34,Engineer,98,1,5143.8
TX006142,AC00002,10.63,12/23/2024 0:00,Debit,El Paso,D000475,93.160.83.196,M068,Branch,33,Doctor,61,1,6420.47
TX006143,AC00415,68.31,10/13/2022 0:00,Debit,Detroit,D000191,22.196.202.183,M042,Branch,69,Doctor,280,2,12072.11
TX006144,AC00210,126.08,4/11/2023 0:00,Debit,Las Vegas,D000274,105.136.156.29,M047,Online,56,Engineer,244,1,3959.62
TX006145,AC00297,110.66,3/22/2020 0:00,Credit,Virginia Beach,D000376,34.169.232.37,M026,Branch,31,Engineer,47,1,8630.99
TX006146,AC00295,217.47,7/24/2024 0:00,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,7835.4
TX006147,AC00288,23.55,10/7/2025 0:00,Debit,San Francisco,D000142,200.13.225.150,M071,ATM,46,Doctor,32,1,7947.44
TX006148,AC00239,262.47,11/1/2022 0:00,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09
TX006149,AC00054,99.57,3/30/2023 0:00,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25
TX006150,AC00216,64.16,12/30/2022 0:00,Debit,Colorado Springs,D000090,184.185.209.72,M065,ATM,52,Retired,238,1,6189.24
TX006151,AC00178,106.8,6/30/2020 0:00,Debit,Seattle,D000690,199.6.127.153,M007,Branch,58,Doctor,102,1,7369.89
TX006152,AC00119,54.83,9/20/2023 0:00,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64
TX006153,AC00058,154.63,4/30/2024 0:00,Debit,Albuquerque,D000177,203.174.215.229,M060,ATM,51,Engineer,63,1,7531.43
TX006154,AC00324,200.43,7/27/2025 0:00,Debit,El Paso,D000599,97.4.209.133,M008,ATM,21,Student,74,1,187.9
TX006155,AC00474,125.01,7/31/2025 0:00,Debit,Philadelphia,D000418,14.200.197.126,M069,ATM,45,Doctor,87,1,9798.26
TX006156,AC00219,102.69,12/14/2022 0:00,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1,14473.33
TX006157,AC00009,151.66,10/3/2025 0:00,Credit,Portland,D000270,204.120.80.105,M001,Branch,66,Retired,174,1,4813.12
